CNPJ;RAZAO SOCIAL;GRUPO EMPRESA;GRUPO LOBE;TIPO;REGIME TRIBUTARIO;REGIME APURACAO;CERTIFICADO DIGITAL;Validade Certificados;CONTRATO SOCIAL;UF;MUNICIPIO;E-MAIL FISCAL ;E-MAIL CONTABIL;E-MAIL FINANCEIRO;CNPJ;;RESPONSAVEL DP;;GRUPO;LIDER - GRUPO;QUANTIDADE
43.344.269/0001-06;TA NA MAO LTDA;GRUPO TA NA MAO;LB 07;;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F43344269000106%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;26/08/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F43344269000106%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;TO;VERIFICAR;;;diretoria@bomsaude.com.br;4,33443E+13;4,33443E+13;SEM FOLHA;;;;
40.608.099/0001-23;TOUCH COMERCIO DE ELETRONICOS LTDA;GRUPO TOUCH;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F40608099000123%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;15/03/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F40608099000123%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;contatotouchgoiania@gmail.com;4,06081E+13;4,06081E+13;STEPHANNE PEREIRA;;;;
24.822.967/0001-17;TRILHA MOTO PECAS COMERCIO E IMPORTACOES- 17;GRUPO TRILHA MOTOS;LB 04;ComErcio;LUCRO REAL;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F24822967000117%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F24822967000117%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;Tesouraria \\ Trilha Moto 21 <Tesouraria@trilhamoto21.com.br>;;Nonato <r.nonato@trilhamoto21.com.br>;2,4823E+13;2,4823E+13;PABLINE DARES;;;;
24.822.967/0002-06;TRILHA MOTO PECAS COMERCIO E IMPORTACOES LTDA- 06;GRUPO TRILHA MOTOS;LB 04;ComErcio;LUCRO REAL;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F24822967000206%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F24822967000206%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;Tesouraria \\ Trilha Moto 21 <Tesouraria@trilhamoto21.com.br>;;Nonato <r.nonato@trilhamoto21.com.br>;2,4823E+13;2,4823E+13;PABLINE DARES;;;;
17.252.670/0001-06;VITALMEDICA DISTRIBUIDORA DE MOVEIS;GRUPO VITALMEDICA;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F17252670000106%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;14/04/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F17252670000106%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;financeiro@vitalmedica.com.br;1,72527E+13;1,72527E+13;PABLINE DARES;;;;
45.051.336/0001-11;VOLCAR AUTOPECAS LTDA;GRUPO VOLCAR;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F45051336000111%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;07/02/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F45051336000111%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;TO;ARAGUAINA;;;volcar@volcarautopecas.com.br;4,50513E+13;4,50513E+13;SEM FOLHA;;;;
21.578.209/0001-07;WESLEY TOMAS DA SILVA;GRUPO WT;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F21578209000107%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;17/03/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F21578209000107%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;centroautomotivo.wt@gmail.com;2,15782E+13;2,15782E+13;SEM FOLHA;;;;
29.559.273/0001-52;CENTRO AUTOMOTIVO WT;GRUPO WT;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F29559273000152%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;17/11/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F29559273000152%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;centroautomotivo.wt@gmail.com;2,95593E+13;2,95593E+13;WILLIAN MACHADO;;;;
45.915.893/0001-33;PETRA COMERCIAL LTDA;GRUPO PETRA;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F45915893000133%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;07/04/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F45915893000133%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;DF;BRASILIA;;;petracomerciall@gmail.com;4,59159E+13;4,59159E+13;SEM FOLHA;;;;
44.041.837/0001-54;GOIANIA LOG LTDA;GRUPO GO LOG;LB 07;ComErcio/Transporte;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F44041837000154%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;23/02/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F44041837000154%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;saviomariano@hotmail.com;4,40418E+13;4,40418E+13;SEM FOLHA;;;;
35.409.934/0001-66;WFL REPRESENTACÕES AP;GRUPO WFL;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F35409934000166%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F35409934000166%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;APARECIDA DE GOIÂNIA;;;weslleyflima@gmail.com;3,54099E+13;3,54099E+13;SEM FOLHA;;;;
41.544.483/0001-72;SILVA MARQUES SERVICOS E CONSULTORIA LTDA;GRUPO PARCERIA;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F41544483000172%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;05/02/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F41544483000172%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;4,15445E+13;4,15445E+13;SEM FOLHA;;;;
41.333.655/0001-69;TEMPLO MUSIC PRODUCOES;GRUPO PC;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F41333655000169%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;06/01/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F41333655000169%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;dromarcarneiro@gmail.com;4,13337E+13;4,13337E+13;SEM FOLHA;;;;
44.512.509/0001-99;PEACE REPRESENTACOES COMERCIAL L;GRUPO PEACE;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F44512509000199%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;14/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F44512509000199%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;APARECIDA DE GOIÂNIA;;;gabrieljdcscc@gmail.com;4,45125E+13;4,45125E+13;SEM FOLHA;;;;
45.587.674/0001-72;BY ME PRESENTES LTDA - DF;GRUPO BY ME;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F45587674000172%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;25/02/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F45587674000172%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;DF;BRASILIA;;;bymebsb@gmail.com;4,55877E+13;4,55877E+13;HUGO GONZAGA;;;;
17.890.028/0001-44;VANUZA PEREIRA BATISTA LTDA;GRUPO COLCCI;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F17890028000144%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;20/05/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F17890028000144%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;FORMOSA;;;colcci_fsa@hotmail.com;1,789E+13;1,789E+13;WILLIAN MACHADO;;;;
33.485.151/0001-36;UNICA MEDICAL COMERCIO;GRUPO SUPERMEDICA;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F33485151000136%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;01/04/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F33485151000136%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;contabilidade03@supermedica.com.br;3,34852E+13;3,34852E+13;PABLINE DARES;;;;
45.051.294/0001-19;GME SERVICOS LTDA;GRUPO MOREIRA;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F45051294000119%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;03/10/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F45051294000119%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;leandro@empresamoreira.com.br;4,50513E+13;4,50513E+13;SEM FOLHA;;;;
33.821.402/0001-06;CLINICA CARDIOLOGICA DR FERNANDA VILELA;GRUPO Dra FERNANDA;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F33821402000106%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;25/10/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F33821402000106%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;matematicacarlinha@gmail.com;3,38214E+13;3,38214E+13;WILLIAN MACHADO;;;;
37.778.405/0001-65;BEATRIZ AZEVEDO DE MORAIS;;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F37778405000165%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F37778405000165%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;APARECIDA DE GOIÂNIA;;;Boate.realclub@gmail.com;3,77784E+13;3,77784E+13;SEM FOLHA;;;;
34.468.001/0001-87;FERNANDA PAULA COMERCIO DE PRODUTOS HOSPITALARES;GRUPO PARCERIA;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F34468001000187%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;04/05/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F34468001000187%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;3,4468E+13;3,4468E+13;SEM FOLHA;;;;
33.264.972/0001-42;GABRIEL FERNANDO EMBELEZAMENTOS;GRUPO PARCERIA;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F33264972000142%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;22/08/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F33264972000142%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;3,3265E+13;3,3265E+13;HUGO GONZAGA;;;;
36.327.552/0001-56;GINA LEOLOBRIGIDA PESSOA CONSULTORIA AP;;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F36327552000156%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;25/10/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F36327552000156%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;APARECIDA DE GOIÂNIA;;;Gina@hospfar.com.br;3,63276E+13;3,63276E+13;HUGO GONZAGA;;;;
42.243.344/0001-71;JKF COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;GRUPO PARCERIA;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F42243344000171%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;20/06/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F42243344000171%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;4,22433E+13;4,22433E+13;SEM FOLHA;;;;
38.424.888/0001-62;LM GESTAO E CONSULTORIA;GRUPO PARCERIA;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F38424888000162%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F38424888000162%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;3,84249E+13;3,84249E+13;SEM FOLHA;;;;
43.231.795/0001-51;LOVELY PRATAS LTDA;GRUPO PARCERIA;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F43231795000151%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;19/10/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F43231795000151%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;4,32318E+13;4,32318E+13;SEM FOLHA;;;;
30.676.986/0001-85;MURILLO DE SOUZA ADVOCACIA;;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F30676986000185%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;10/04/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F30676986000185%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;murillo.adv74@gmail.com;3,0677E+13;3,0677E+13;WILLIAN MACHADO;;;;
13.784.435/0001-16;NATA WESLEY MENDANHA- 16;GRUPO NATA WESLEY;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F13784435000116%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;08/10/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F13784435000116%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;perfilcosmeticosnwm@hotmail.com;1,37844E+13;1,37844E+13;SEM FOLHA;;;;
